recordType,mu,theta,value,aux,level
profile,5.0000000000000000e-01,1.2400000000000000e+00,-3.1245119510706558e-03,-4.4553601942867227e-01,H
profile,5.0000000000000000e-01,1.2400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.2600000000000000e+00,-3.0492486107160568e-03,-4.7101747871498612e-01,H
profile,5.0000000000000000e-01,1.2600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.2800000000000000e+00,-2.9669159454432889e-03,-4.9646997636550022e-01,H
profile,5.0000000000000000e-01,1.2800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.3000000000000000e+00,-2.8790607058729483e-03,-5.2189378864824465e-01,H
profile,5.0000000000000000e-01,1.3000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.3200000000000001e+00,-2.7870326286905589e-03,-5.4728924989736016e-01,H
profile,5.0000000000000000e-01,1.3200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.3400000000000001e+00,-2.6920055945476888e-03,-5.7265674594203753e-01,H
profile,5.0000000000000000e-01,1.3400000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.3600000000000001e+00,-2.5949967104857891e-03,-5.9799670803752925e-01,H
profile,5.0000000000000000e-01,1.3600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.3800000000000001e+00,-2.4968835075489543e-03,-6.2330960726531659e-01,H
profile,5.0000000000000000e-01,1.3800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.4000000000000001e+00,-2.3984194278384987e-03,-6.4859594937145404e-01,H
profile,5.0000000000000000e-01,1.4000000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.4199999999999999e+00,-2.3002477601411601e-03,-6.7385627001397641e-01,H
profile,5.0000000000000000e-01,1.4199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.4399999999999999e+00,-2.2029141693479123e-03,-6.9909113039201454e-01,H
profile,5.0000000000000000e-01,1.4399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.4600000000000000e+00,-2.1068779520896112e-03,-7.2430111323092139e-01,H
profile,5.0000000000000000e-01,1.4600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.4800000000000000e+00,-2.0125221392699646e-03,-7.4948681909928816e-01,H
profile,5.0000000000000000e-01,1.4800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.5000000000000000e+00,-1.9201625554006079e-03,-7.7464886303519442e-01,H
profile,5.0000000000000000e-01,1.5000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.5200000000000000e+00,-1.8300559347661336e-03,-7.9978787146045649e-01,H
profile,5.0000000000000000e-01,1.5200000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.5400000000000000e+00,-1.7424071854013469e-03,-8.2490447936294276e-01,H
profile,5.0000000000000000e-01,1.5400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.5600000000000001e+00,-1.6573758835856101e-03,-8.4999932772827158e-01,H
profile,5.0000000000000000e-01,1.5600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.5800000000000001e+00,-1.5750820739903713e-03,-8.7507306120339279e-01,H
profile,5.0000000000000000e-01,1.5800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.6000000000000001e+00,-1.4956114437001428e-03,-9.0012632597563202e-01,H
profile,5.0000000000000000e-01,1.6000000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.6200000000000001e+00,-1.4190199320124879e-03,-9.2515976785183651e-01,H
profile,5.0000000000000000e-01,1.6200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.6400000000000001e+00,-1.3453378321604808e-03,-9.5017403052323934e-01,H
profile,5.0000000000000000e-01,1.6400000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.6600000000000001e+00,-1.2745734358465910e-03,-9.7516975400257389e-01,H
profile,5.0000000000000000e-01,1.6600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.6799999999999999e+00,-1.2067162666883242e-03,-1.0001475732208263e+00,H
profile,5.0000000000000000e-01,1.6799999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.7000000000000000e+00,-1.1417399443144865e-03,-1.0251081167718603e+00,H
profile,5.0000000000000000e-01,1.7000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.7200000000000000e+00,-1.0796047168807378e-03,-1.0500520057938598e+00,H
profile,5.0000000000000000e-01,1.7200000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.7400000000000000e+00,-1.0202596961612312e-03,-1.0749798529773262e+00,H
profile,5.0000000000000000e-01,1.7400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.7600000000000000e+00,-9.6364482608887552e-04,-1.0998922616899696e+00,H
profile,5.0000000000000000e-01,1.7600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.7800000000000000e+00,-9.0969261263216313e-04,-1.1247898252095232e+00,H
profile,5.0000000000000000e-01,1.7800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.8000000000000000e+00,-8.5832964018551150e-04,-1.1496731260560655e+00,H
profile,5.0000000000000000e-01,1.8000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.8200000000000001e+00,-8.0947789718897509e-04,-1.1745427354160349e+00,H
profile,5.0000000000000000e-01,1.8200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.8400000000000001e+00,-7.6305593146000559e-04,-1.1993992126505968e+00,H
profile,5.0000000000000000e-01,1.8400000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.8600000000000001e+00,-7.1897985369468365e-04,-1.2242431048815594e+00,H
profile,5.0000000000000000e-01,1.8600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.8800000000000001e+00,-6.7716420576000827e-04,-1.2490749466484821e+00,H
profile,5.0000000000000000e-01,1.8800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.9000000000000001e+00,-6.3752270873555035e-04,-1.2738952596310356e+00,H
profile,5.0000000000000000e-01,1.9000000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.9199999999999999e+00,-5.9996890415662640e-04,-1.2987045524310981e+00,H
profile,5.0000000000000000e-01,1.9199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.9399999999999999e+00,-5.6441670054792911e-04,-1.3235033204094635e+00,H
profile,5.0000000000000000e-01,1.9399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.9600000000000000e+00,-5.3078083610333686e-04,-1.3482920455723417e+00,H
profile,5.0000000000000000e-01,1.9600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.9800000000000000e+00,-4.9897726725262005e-04,-1.3730711965032500e+00,H
profile,5.0000000000000000e-01,1.9800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.0000000000000000e+00,-4.6892349184810749e-04,-1.3978412283361128e+00,H
profile,5.0000000000000000e-01,2.0000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.0200000000000000e+00,-4.4053881479428329e-04,-1.4226025827657551e+00,H
profile,5.0000000000000000e-01,2.0200000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.0400000000000000e+00,-4.1374456312169409e-04,-1.4473556880922227e+00,H
profile,5.0000000000000000e-01,2.0400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.0600000000000001e+00,-3.8846425676528290e-04,-1.4721009592955743e+00,H
profile,5.0000000000000000e-01,2.0600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.0800000000000001e+00,-3.6462374063889571e-04,-1.4968387981381357e+00,H
profile,5.0000000000000000e-01,2.0800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.1000000000000001e+00,-3.4215128299531990e-04,-1.5215695932913309e+00,H
profile,5.0000000000000000e-01,2.1000000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.1200000000000001e+00,-3.2097764451871169e-04,-1.5462937204844338e+00,H
profile,5.0000000000000000e-01,2.1200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.1400000000000001e+00,-3.0103612210797778e-04,-1.5710115426728581e+00,H
profile,5.0000000000000000e-01,2.1400000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.1600000000000001e+00,-2.8226257087041103e-04,-1.5957234102236797e+00,H
profile,5.0000000000000000e-01,2.1600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.1800000000000002e+00,-2.6459540745005873e-04,-1.6204296611163043e+00,H
profile,5.0000000000000000e-01,2.1800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.2000000000000002e+00,-2.4797559746063467e-04,-1.6451306211563943e+00,H
profile,5.0000000000000000e-01,2.2000000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.2200000000000002e+00,-2.3234662947440595e-04,-1.6698266042012355e+00,H
profile,5.0000000000000000e-01,2.2200000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.2400000000000002e+00,-2.1765447773294686e-04,-1.6945179123949501e+00,H
profile,5.0000000000000000e-01,2.2400000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.2600000000000002e+00,-2.0384755548971491e-04,-1.7192048364119945e+00,H
profile,5.0000000000000000e-01,2.2600000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.2800000000000002e+00,-1.9087666066525157e-04,-1.7438876557076197e+00,H
profile,5.0000000000000000e-01,2.2800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.3000000000000003e+00,-1.7869491529076158e-04,-1.7685666387739809e+00,H
profile,5.0000000000000000e-01,2.3000000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.3199999999999998e+00,-1.6725770003256688e-04,-1.7932420434007332e+00,H
profile,5.0000000000000000e-01,2.3199999999999998e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.3399999999999999e+00,-1.5652258492628447e-04,-1.8179141169390913e+00,H
profile,5.0000000000000000e-01,2.3399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.3599999999999999e+00,-1.4644925730359921e-04,-1.8425830965683090e+00,H
profile,5.0000000000000000e-01,2.3599999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.3799999999999999e+00,-1.3699944776444180e-04,-1.8672492095637472e+00,H
profile,5.0000000000000000e-01,2.3799999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.3999999999999999e+00,-1.2813685493163782e-04,-1.8919126735656946e+00,H
profile,5.0000000000000000e-01,2.3999999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.4199999999999999e+00,-1.1982706962221684e-04,-1.9165736968482141e+00,H
profile,5.0000000000000000e-01,2.4199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.4399999999999999e+00,-1.1203749897826566e-04,-1.9412324785873321e+00,H
profile,5.0000000000000000e-01,2.4399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.4600000000000000e+00,-1.0473729101929427e-04,-1.9658892091280011e+00,H
profile,5.0000000000000000e-01,2.4600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.4800000000000000e+00,-9.7897260006482383e-05,-1.9905440702492472e+00,H
profile,5.0000000000000000e-01,2.4800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.5000000000000000e+00,-9.1489812945941620e-05,-2.0151972354270478e+00,H
profile,5.0000000000000000e-01,2.5000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.5200000000000000e+00,-8.5488877502377312e-05,-2.0398488700944926e+00,H
profile,5.0000000000000000e-01,2.5200000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.5400000000000000e+00,-7.9869831545491024e-05,-2.0644991318988413e+00,H
profile,5.0000000000000000e-01,2.5400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.5600000000000001e+00,-7.4609434508416826e-05,-2.0891481709551036e+00,H
profile,5.0000000000000000e-01,2.5600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.5800000000000001e+00,-6.9685760699799329e-05,-2.1137961300958787e+00,H
profile,5.0000000000000000e-01,2.5800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.6000000000000001e+00,-6.5078134678215035e-05,-2.1384431451171553e+00,H
profile,5.0000000000000000e-01,2.6000000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.6200000000000001e+00,-6.0767068769002736e-05,-2.1630893450198507e+00,H
profile,5.0000000000000000e-01,2.6200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.6400000000000001e+00,-5.6734202778731566e-05,-2.1877348522468694e+00,H
profile,5.0000000000000000e-01,2.6400000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.6600000000000001e+00,-5.2962245941081484e-05,-2.2123797829155483e+00,H
profile,5.0000000000000000e-01,2.6600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.6800000000000002e+00,-4.9434921109458064e-05,-2.2370242470452806e+00,H
profile,5.0000000000000000e-01,2.6800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.7000000000000002e+00,-4.6136911195882595e-05,-2.2616683487802653e+00,H
profile,5.0000000000000000e-01,2.7000000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.7200000000000002e+00,-4.3053807842274015e-05,-2.2863121866072316e+00,H
profile,5.0000000000000000e-01,2.7200000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.7400000000000002e+00,-4.0172062298908891e-05,-2.3109558535680836e+00,H
profile,5.0000000000000000e-01,2.7400000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.7600000000000002e+00,-3.7478938475358612e-05,-2.3355994374674194e+00,H
profile,5.0000000000000000e-01,2.7600000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.7800000000000002e+00,-3.4962468121342093e-05,-2.3602430210748451e+00,H
profile,5.0000000000000000e-01,2.7800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.8000000000000003e+00,-3.2611408088503917e-05,-2.3848866823221142e+00,H
profile,5.0000000000000000e-01,2.8000000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.8199999999999998e+00,-3.0415199618951048e-05,-2.4095304944950118e+00,H
profile,5.0000000000000000e-01,2.8199999999999998e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.8399999999999999e+00,-2.8363929602307789e-05,-2.4341745264201040e+00,H
profile,5.0000000000000000e-01,2.8399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.8599999999999999e+00,-2.6448293739928175e-05,-2.4588188426461808e+00,H
profile,5.0000000000000000e-01,2.8599999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.8799999999999999e+00,-2.4659561552625146e-05,-2.4834635036206385e+00,H
profile,5.0000000000000000e-01,2.8799999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.8999999999999999e+00,-2.2989543166713060e-05,-2.5081085658606672e+00,H
profile,5.0000000000000000e-01,2.8999999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.9199999999999999e+00,-2.1430557812226544e-05,-2.5327540821193830e+00,H
profile,5.0000000000000000e-01,2.9199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.9399999999999999e+00,-1.9975403966778490e-05,-2.5574001015469041e+00,H
profile,5.0000000000000000e-01,2.9399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.9600000000000000e+00,-1.8617331078581317e-05,-2.5820466698464761e+00,H
profile,5.0000000000000000e-01,2.9600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.9800000000000000e+00,-1.7350012802604549e-05,-2.6066938294256774e+00,H
profile,5.0000000000000000e-01,2.9800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,3.0000000000000000e+00,-1.6167521684621557e-05,-2.6313416195428045e+00,H
profile,5.0000000000000000e-01,3.0000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,3.0200000000000000e+00,-1.5064305228951936e-05,-2.6559900764484801e+00,H
profile,5.0000000000000000e-01,3.0200000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,3.0400000000000000e+00,-1.4035163286988309e-05,-2.6806392335226175e+00,H
profile,5.0000000000000000e-01,3.0400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,3.0600000000000001e+00,-1.3075226705063628e-05,-2.7052891214067678e+00,H
profile,5.0000000000000000e-01,3.0600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,3.0800000000000001e+00,-1.2179937171832739e-05,-2.7299397681319775e+00,H
profile,5.0000000000000000e-01,3.0800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,3.1000000000000001e+00,-1.1345028207076302e-05,-2.7545911992422325e+00,H
profile,5.0000000000000000e-01,3.1000000000000001e+00,0.0000000000000000e+00,nan,qRelative
